adId,Title,Price,Description,Location,URL,Type,days_since,Parking,Lease_term,moving_date,pets_allowed_apt,size (sq.ft.),furnished_apt,AC,apt_size,Title_length,postal_code,longitude,latitude,District,desc_len
1562144349,condo appartement neuf a louer outremont-campus mil-montreal,2300,"""milhaus tout nouveau, apartment, 2 bedrooms/chambres, 4.5, 4 1/2 tout inclus, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, all inclusive, brand new, montreal*a venir* livraison mai 2021- milhausle milhaus est un nouveau concept dhabitation de condominiums locatifs tourne vers la nouvelle realite de vie a proximite de tous vos centres dinterets.studio, 1, 2, et 3 chambres inclus:tous les electromenagers en acier inoxydable et laveuse et secheuse fourniselectricite, climatisation centrale, chauffage et eau chaude inclusescuisines modernes avec comptoir en quartz, plafonds en betondes luminaires, des habillages de fenetressalle dentrainement et de yoga toute-equipeegrande terrasse sur le toitcours interieurestoit vertcuisine communautairepiscine sur le toitle concept seleve autour dune cour interieure, veritable ilot de verdure et de fraicheur. chaque unite dhabitation profite dune tres grande fenestration qui laisse entrer la lumiere naturelle. un vaste choix dunites soffre a vous allant du studio, du 1, 2 et 3 chambres ainsi que 14 unites de 2 etages de style loft.vivre dans lun des plus beaux arrondissements de la ville, qui donne sur le nouveau campus mil, a seulement quelques pas des tres animees rues laurier, bernard et van horne, cest dadopter leurs cafe-bistros, restaurants, epiceries fines et boutiques. les nombreux parcs et la montagne du mont-royal ajoutent a la beaute du paysage doutremont.visitez notre site web des maintenant pour ceduler un rendez-vous a notre pavillion de location: 1250 ave. therese-lavoie-rioux, outremont, h2v 0b2ou appelez joyce au 514-699-4562 ou envoyer un courriel a jcroitoru@mondev.camilhaus.ca / mondev.ca*coming soon* occupancy may 2021-milhausmilhaus is a new concept of condo rentals geared towards the new reality of living close to all your areas of interest.studio, 1-, 2-, 3-bedroom units include:all stainless-steel appliances and washer/dryerelectricity, air conditioning, heating and hot watermodern kitchen with quartz countertops, concrete ceilingslight fixtures, window dressingsfully-equipped gym and yoga studiolarge rooftop terraceinterior courtyardsgreen roofcommunal kitchenrooftop swimming poolthe building offers an interior courtyard, a true island of greenery and freshness. each unit benefits from very large windows that let in natural light, as well as a large balcony with a view. a wide choice of units ranging from studios, to 1-, 2-, & 3-bedrooms, as well as 14 2-level loft units.living in one of the citys most beautiful districts, right in front of campus mil, and only a stones throw away from the bustling laurier, bernard, and van horne streets, means embracing their cafe-bistros, restaurants, delicatessens, and boutiques. the many parks and the mountain of mont-royal add to the beauty of the outremont landscape.visit our website now to schedule an appointment to visit our rental pavilion: 1250 ave. therese-lavoie-rioux, outremont, h2v 0b2or call joyce at 514-699-4562 or email at jcroitoru@mondev.camilhaus.ca / mondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-appartement-neuf-a-louer-outremont-campus-mil-montreal/1562144349,apartment,1,0.0, '1 an',na,0.0,,1,0.0,condo,60,H2V 0B2,-73.6153,45.5298,Outremont,3406
1545169974,"luxury 4 1/2 condo in new outremont, facing campus mil-brand new",2200,"""mondev-milhaus brand-new condo apartment, 2 bedrooms/chambres all included, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*coming soon* occupancy may 2021-milhausmilhaus is a new concept of condo rentals geared towards the new reality of living close to all your areas of interest.studio, 1-, 2-, 3-bedroom units include:all stainless-steel appliances and washer/dryermodern kitchen with quartz countertopsconcrete ceilingslight fixtureswindow dressingselectricityair conditioningheating and hot waterfully-equipped gym and yoga studiolarge rooftop terraceinterior courtyardsgreen roofcommunal kitchenrooftop swimming poolthe building offers an interior courtyard, a true island of greenery and freshness. each unit benefits from very large windows that let in natural light, as well as a large balcony with a view. a wide choice of units ranging from studios, to 1-, 2-, & 3-bedrooms, as well as 14 2-level loft units.living in one of the citys most beautiful districts, right in front of campus mil, and only a stones throw away from the bustling laurier, bernard, and van horne streets, means embracing their cafe-bistros, restaurants, delicatessens, and boutiques. the many parks and the mountain of mont-royal add to the beauty of the outremont landscape.hospital centers and university campuses enrich the precious quality of life in the borough. life flows happily in outremont with its european lifestyle. you just have to stroll on bernard street to feel the cultural mix, the diversity, and a certain french art de vivre.visit our website now to schedule an appointment to visit our rental pavilion:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caor call joyce at 514-699-4562 or email at jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/luxury-4-1-2-condo-in-new-outremont-facing-campus-mil-brand-new/1545169974,apartment,1,0.0, '1 an',na,0.0,,1,0.0,condo,64,H2V 0B2,-73.6153,45.5298,Outremont,2117
1545169973,condo luxe tout nouveau 1 cc 3 1/2 outremont campus mil,1375,"""mondev-milhaus tout nouveau condo appartement, 1 bedroom/1 chambre tout inclus, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*a venir* livraison mai 2021- milhausle milhaus est un nouveau concept dhabitation de condominiums locatifs tourne vers la nouvelle realite de vie a proximite de tous vos centres dinterets.studio, 1, 2, et 3 chambres inclus:tous les electromenagers en acier inoxydable et laveuse et secheuse fourniscuisines modernes avec comptoir en quartzplafonds en betondes luminairesdes habillages de fenetreselectriciteclimatisation centralechauffage et eau chaude inclusessalle dentrainement et de yoga toute-equipeegrande terrasse sur le toitcours interieurestoit vertcuisine communautairepiscine sur le toitle concept seleve autour dune cour interieure, veritable ilot de verdure et de fraicheur. chaque unite dhabitation profite dune tres grande fenestration qui laisse entrer la lumiere naturelle ainsi quun grand balcon avec vue. un vaste choix dunites soffre a vous allant du studio, du 1, 2 et 3 chambres ainsi que 14 unites de 2 etages de style loft.vivre dans lun des plus beaux arrondissements de la ville, qui donne sur le nouveau campus mil, a seulement quelques pas des tres animees rues laurier, bernard et van horne, cest dadopter leurs cafe-bistros, restaurants, epiceries fines et boutiques. les nombreux parcs et la montagne du mont-royal ajoutent a la beaute du paysage doutremont.les centres hospitaliers et les pavillons universitaires enrichissent la precieuse qualite de vie de larrondissement. la vie coule des jours heureux a outremont avec son style de vie a leuropeenne. vous navez qua vous balader sur la rue bernard pour sentir la mixite culturelle, la diversite et un certain art de vivre a la francaise.visitez notre site web des maintenant pour ceduler un rendez-vous a notre pavillion de location:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caou appelez joyce au 514-699-4562 ou envoyer un courriel a jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-luxe-tout-nouveau-1-cc-3-1-2-outremont-campus-mil/1545169973,apartment,1,0.0, '1 an',na,0.0,,1,0.0,condo,55,H2V 0B2,-73.6153,45.5298,Outremont,2421
1545169972,studio condo tout nouveau a outremont-campus mil,1250,"""mondev-milhaus tout nouveau condo appartement, studio tout inclus, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*a venir* livraison mai 2021- milhausle milhaus est un nouveau concept dhabitation de condominiums locatifs tourne vers la nouvelle realite de vie a proximite de tous vos centres dinterets.studio, 1, 2, et 3 chambres inclus:tous les electromenagers en acier inoxydable et laveuse et secheuse fourniscuisines modernes avec comptoir en quartzplafonds en betondes luminairesdes habillages de fenetreselectriciteclimatisation centralechauffage et eau chaude inclusessalle dentrainement et de yoga toute-equipeegrande terrasse sur le toitcours interieurestoit vertcuisine communautairepiscine sur le toitle concept seleve autour dune cour interieure, veritable ilot de verdure et de fraicheur. chaque unite dhabitation profite dune tres grande fenestration qui laisse entrer la lumiere naturelle ainsi quun grand balcon avec vue. un vaste choix dunites soffre a vous allant du studio, du 1, 2 et 3 chambres ainsi que 14 unites de 2 etages de style loft.vivre dans lun des plus beaux arrondissements de la ville, qui donne sur le nouveau campus mil, a seulement quelques pas des tres animees rues laurier, bernard et van horne, cest dadopter leurs cafe-bistros, restaurants, epiceries fines et boutiques. les nombreux parcs et la montagne du mont-royal ajoutent a la beaute du paysage doutremont.les centres hospitaliers et les pavillons universitaires enrichissent la precieuse qualite de vie de larrondissement. la vie coule des jours heureux a outremont avec son style de vie a leuropeenne. vous navez qua vous balader sur la rue bernard pour sentir la mixite culturelle, la diversite et un certain art de vivre a la francaise.visitez notre site web des maintenant pour ceduler un rendez-vous a notre pavillion de location:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caou appelez joyce au 514-699-4562 ou envoyer un courriel a jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-condo-tout-nouveau-a-outremont-campus-mil/1545169972,apartment,1,0.0, '1 an',na,0.0,,1,0.0,condo,48,H2V 0B2,-73.6153,45.5298,Outremont,2408
1537751794,5 1/2 brand new condo apartment for rent outremont/campus mil,3400,"""mondev-milhaus brand-new condo apartment, 3 bedrooms/3 chambres all included, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*coming soon* occupancy may 2021-milhausmilhaus is a new concept of condo rentals geared towards the new reality of living close to all your areas of interest.studio, 1-, 2-, 3-bedroom units include:all stainless-steel appliances and washer/dryermodern kitchen with quartz countertopsconcrete ceilingslight fixtureswindow dressingselectricityair conditioningheating and hot waterfully-equipped gym and yoga studiolarge rooftop terraceinterior courtyardsgreen roofcommunal kitchenrooftop swimming poolthe building offers an interior courtyard, a true island of greenery and freshness. each unit benefits from very large windows that let in natural light, as well as a large balcony with a view. a wide choice of units ranging from studios, to 1-, 2-, & 3-bedrooms, as well as 14 2-level loft units.living in one of the citys most beautiful districts, right in front of campus mil, and only a stones throw away from the bustling laurier, bernard, and van horne streets, means embracing their cafe-bistros, restaurants, delicatessens, and boutiques. the many parks and the mountain of mont-royal add to the beauty of the outremont landscape.hospital centers and university campuses enrich the precious quality of life in the borough. life flows happily in outremont with its european lifestyle. you just have to stroll on bernard street to feel the cultural mix, the diversity, and a certain french art de vivre.visit our website now to schedule an appointment to visit our rental pavilion:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caor call joyce at 514-699-4562 or email at jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-brand-new-condo-apartment-for-rent-outremont-campus-mil/1537751794,apartment,1,0.0, '1 an',may,1.0,,0,1.0,condo,61,H2V 0B2,-73.6153,45.5298,Outremont,2119
1537751795,5 1/2 condo neuf a louer 2 sdb outremont campus mil,3400,"""mondev-milhaus tout nouveau condo appartement, 3 bedrooms/chambres tout inclus, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*a venir* livraison mai 2021- milhausle milhaus est un nouveau concept dhabitation de condominiums locatifs tourne vers la nouvelle realite de vie a proximite de tous vos centres dinterets.studio, 1, 2, et 3 chambres inclus:tous les electromenagers en acier inoxydable et laveuse et secheuse fourniscuisines modernes avec comptoir en quartzplafonds en betondes luminairesdes habillages de fenetreselectriciteclimatisation centralechauffage et eau chaude inclusessalle dentrainement et de yoga toute-equipeegrande terrasse sur le toitcours interieurestoit vertcuisine communautairepiscine sur le toitle concept seleve autour dune cour interieure, veritable ilot de verdure et de fraicheur. chaque unite dhabitation profite dune tres grande fenestration qui laisse entrer la lumiere naturelle ainsi quun grand balcon avec vue. un vaste choix dunites soffre a vous allant du studio, du 1, 2 et 3 chambres ainsi que 14 unites de 2 etages de style loft.vivre dans lun des plus beaux arrondissements de la ville, qui donne sur le nouveau campus mil, a seulement quelques pas des tres animees rues laurier, bernard et van horne, cest dadopter leurs cafe-bistros, restaurants, epiceries fines et boutiques. les nombreux parcs et la montagne du mont-royal ajoutent a la beaute du paysage doutremont.les centres hospitaliers et les pavillons universitaires enrichissent la precieuse qualite de vie de larrondissement. la vie coule des jours heureux a outremont avec son style de vie a leuropeenne. vous navez qua vous balader sur la rue bernard pour sentir la mixite culturelle, la diversite et un certain art de vivre a la francaise.visitez notre site web des maintenant pour ceduler un rendez-vous a notre pavillion de location:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caou appelez joyce au 514-699-4562 ou envoyer un courriel a jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-condo-neuf-a-louer-2-sdb-outremont-campus-mil/1537751795,apartment,1,0.0, '1 an',may,1.0,,0,1.0,condo,51,H2V 0B2,-73.6153,45.5298,Outremont,2421
1537751791,3 1/2 brand-new condo apartment for rent outremont campus mil,1375,"""mondev-milhaus brand-new condo apartment, 1 bedroom/chambre all included, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*coming soon* occupancy may 2021-milhausmilhaus is a new concept of condo rentals geared towards the new reality of living close to all your areas of interest.studio, 1-, 2-, 3-bedroom units include:all stainless-steel appliances and washer/dryermodern kitchen with quartz countertopsconcrete ceilingslight fixtureswindow dressingselectricityair conditioningheating and hot waterfully-equipped gym and yoga studiolarge rooftop terraceinterior courtyardsgreen roofcommunal kitchenrooftop swimming poolthe building offers an interior courtyard, a true island of greenery and freshness. each unit benefits from very large windows that let in natural light, as well as a large balcony with a view. a wide choice of units ranging from studios, to 1-, 2-, & 3-bedrooms, as well as 14 2-level loft units.living in one of the citys most beautiful districts, right in front of campus mil, and only a stones throw away from the bustling laurier, bernard, and van horne streets, means embracing their cafe-bistros, restaurants, delicatessens, and boutiques. the many parks and the mountain of mont-royal add to the beauty of the outremont landscape.hospital centers and university campuses enrich the precious quality of life in the borough. life flows happily in outremont with its european lifestyle. you just have to stroll on bernard street to feel the cultural mix, the diversity, and a certain french art de vivre.visit our website now to schedule an appointment to visit our rental pavilion:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caor call joyce at 514-699-4562 or email at jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-brand-new-condo-apartment-for-rent-outremont-campus-mil/1537751791,apartment,1,0.0, '1 an',may,1.0,,0,1.0,condo,61,H2V 0B2,-73.6153,45.5298,Outremont,2115
1537751793,4 1/2 condo appartement neuf a louer campus mil outremont,2200,"""mondev-milhaus tout nouveau condo appartement, 2 bedrooms/chambres tout inclus, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*a venir* livraison mai 2021- milhausle milhaus est un nouveau concept dhabitation de condominiums locatifs tourne vers la nouvelle realite de vie a proximite de tous vos centres dinterets.studio, 1, 2, et 3 chambres inclus:tous les electromenagers en acier inoxydable et laveuse et secheuse fourniscuisines modernes avec comptoir en quartzplafonds en betondes luminairesdes habillages de fenetreselectriciteclimatisation centralechauffage et eau chaude inclusessalle dentrainement et de yoga toute-equipeegrande terrasse sur le toitcours interieurestoit vertcuisine communautairepiscine sur le toitle concept seleve autour dune cour interieure, veritable ilot de verdure et de fraicheur. chaque unite dhabitation profite dune tres grande fenestration qui laisse entrer la lumiere naturelle ainsi quun grand balcon avec vue. un vaste choix dunites soffre a vous allant du studio, du 1, 2 et 3 chambres ainsi que 14 unites de 2 etages de style loft.vivre dans lun des plus beaux arrondissements de la ville, qui donne sur le nouveau campus mil, a seulement quelques pas des tres animees rues laurier, bernard et van horne, cest dadopter leurs cafe-bistros, restaurants, epiceries fines et boutiques. les nombreux parcs et la montagne du mont-royal ajoutent a la beaute du paysage doutremont.les centres hospitaliers et les pavillons universitaires enrichissent la precieuse qualite de vie de larrondissement. la vie coule des jours heureux a outremont avec son style de vie a leuropeenne. vous navez qua vous balader sur la rue bernard pour sentir la mixite culturelle, la diversite et un certain art de vivre a la francaise.visitez notre site web des maintenant pour ceduler un rendez-vous a notre pavillion de location:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caou appelez joyce au 514-699-4562 ou envoyer un courriel a jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-condo-appartement-neuf-a-louer-campus-mil-outremont/1537751793,apartment,1,0.0, '1 an',may,1.0,,0,1.0,condo,57,H2V 0B2,-73.6153,45.5298,Outremont,2421
1537751788,brand-new studio apartment outremont campus mil,1250,"""mondev-milhaus brand-new condo apartment, studio all included, outremont, mile-end, campus mil, metro acadie, parc-ex, mile-ex, udem, van horne, town/ville de mont-royal, montreal, vmr/tmr*coming soon* occupancy may 2021-milhausmilhaus is a new concept of condo rentals geared towards the new reality of living close to all your areas of interest.studio, 1-, 2-, 3-bedroom units include:all stainless-steel appliances and washer/dryermodern kitchen with quartz countertopsconcrete ceilingslight fixtureswindow dressingselectricityair conditioningheating and hot waterfully-equipped gym and yoga studiolarge rooftop terraceinterior courtyardsgreen roofcommunal kitchenrooftop swimming poolthe building offers an interior courtyard, a true island of greenery and freshness. each unit benefits from very large windows that let in natural light, as well as a large balcony with a view. a wide choice of units ranging from studios, to 1-, 2-, & 3-bedrooms, as well as 14 2-level loft units.living in one of the citys most beautiful districts, right in front of campus mil, and only a stones throw away from the bustling laurier, bernard, and van horne streets, means embracing their cafe-bistros, restaurants, delicatessens, and boutiques. the many parks and the mountain of mont-royal add to the beauty of the outremont landscape.hospital centers and university campuses enrich the precious quality of life in the borough. life flows happily in outremont with its european lifestyle. you just have to stroll on bernard street to feel the cultural mix, the diversity, and a certain french art de vivre.visit our website now to schedule an appointment to visit our rental pavilion:1250 ave. therese-lavoie-rioux, outremont, h2v 0b2milhaus.caor call joyce at 514-699-4562 or email at jcroitoru@mondev.camondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1250 AVENUE THÉRÈSE-LAVOIE-ROUX, MONTREAL, QC, H2V 0B2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/brand-new-studio-apartment-outremont-campus-mil/1537751788,apartment,1,0.0, '1 an',may,1.0,,0,1.0,studio,47,H2V 0B2,-73.6153,45.5298,Outremont,2104
1552819129,new 3-bedroom 2 bath condo apartment for rent in griffintown,2700,"""appartement studio, 3 1/2, 3.5, 4 1/2, 4.5, 5 1/2, 5.5, 1-2-3 bedroom/chambre, griffintown, canal lachine, marche atwater, sud-ouest, metro lionel-groulx et george vanier, centre-ville montreal /downtown, rue notre-damewelcome to the most sought-after luxury rental project in the heart of griffintown!apartment/rental condo available at 1999 william st.located in the heart of the neighborhood where all attractions are within walking distance, youll find the luxury rental condos of mccord apartments. a building of modern 1-, 2-, 3- bedroom and studio apartments for rent on the corner of rue william and rue chatham, offering its residents beautiful common areas. a roof top terrace with an elevated pool overlooking the breathtaking views of montreals citys skyline, fully equipped fitness center and lounge area to gather with your neighbours.included:-all major stainless-steel appliances and washer and dryer.-electricity, central air-conditioning, heating, and hot water.-designer kitchens with quartz countertops, exposed concrete ceilings.-lighting fixtures, window dressings.-rooftop pool and terrace, fully-equipped gymall you need to do is add your own personal touch to make it your home.interior parking ($), locker ($)hurry & dont delay! book an appointment & lease your new home today.please email us at stephen@mondev.ca for more details or call 438-378-7542.www.mondev.ca*******************************bienvenue au projet de location de luxe le plus recherche au coeur de griffintown!appartement/condo locatif tout neuf et luxe disponible au 1999 rue williamsitue au coeur du quartier ou toutes les attractions sont accessibles a pied, vous trouverez les condos locatifs de luxe mccord appartements. un immeuble dappartements modernes de 1, 2, 3 chambres et studios a louer au coin des rues william et chatham, offrant a ses residents de beaux espaces communs. une terrasse sur le toit avec une piscine surelevee offrant une vue impeccable de la ville de montreal, une salle dentrainement equipee et un salon pour se reunir avec vos voisins.inclus:-tous les electromenagers en acier inoxydable et laveuse et secheuse.-electricite, climatisation centrale, chauffage et eau chaude-cuisines modernes avec comptoir en quartz, plafonds en beton-des luminaires, des habillages de fenetres-terrasse et piscine sur le toit, salle dentrainementtout ce que vous avez a faire est dajouter votre touche personnelle pour en faire votre maison.stationnement interieur ($) et casier ($)faites vite! prenez un rendez-vous avec notre agent de location.svp nous envoyer un courriel a stephen@mondev.ca pour plus dinformation ou appeler 438-378-7542 pour reserver votre unite.www.mondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1999 RUE WILLIAM, MONTREAL, QC, H3J 1R9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-3-bedroom-2-bath-condo-apartment-for-rent-in-griffintown/1552819129,apartment,1,0.0, '1 an',june,1.0,1135.0,0,1.0,condo,60,H3J 1R9,-73.5725,45.4922,Petite-Bourgogne,3015
1552819128,"grand 5 1/2 condo a louer griffintown, 2 sdb",2700,"""appartement/apartment studio, 3 1/2, 3.5, 4 1/2, 4.5, 5 1/2, 5.5, 1-2-3 bedroom/chambre, griffintown, canal lachine, marche atwater, sud-ouest, metro lionel-groulx et george vanier, centre-ville montreal /downtown, rue notre-damebienvenue au projet de location de luxe le plus recherche au coeur de griffintown!appartement/condo locatif tout neuf et luxe disponible au 1999 rue williamsitue au coeur du quartier ou toutes les attractions sont accessibles a pied, vous trouverez les condos locatifs de luxe mccord appartements. un immeuble dappartements modernes de 1, 2, 3 chambres et studios a louer au coin des rues william et chatham, offrant a ses residents de beaux espaces communs. une terrasse sur le toit avec une piscine surelevee offrant une vue impeccable de la ville de montreal, une salle dentrainement equipee et un salon pour se reunir avec vos voisins.inclus:-tous les electromenagers en acier inoxydable et laveuse et secheuse.-electricite, climatisation centrale, chauffage et eau chaude-cuisines modernes avec comptoir en quartz, plafonds en beton-des luminaires, des habillages de fenetres-terrasse et piscine sur le toit, salle dentrainementtout ce que vous avez a faire est dajouter votre touche personnelle pour en faire votre maison.stationnement interieur ($) et casier ($)faites vite! prenez un rendez-vous avec notre agent de location.svp nous envoyer un courriel a stephen@mondev.ca pour plus dinformation ou appeler 438-378-7542 pour reserver votre unite.www.mondev.ca*******************************welcome to the most sought-after luxury rental project in the heart of griffintown!apartment/rental condo available at 1999 william st.located in the heart of the neighborhood where all attractions are within walking distance, youll find the luxury rental condos of mccord apartments. a building of modern 1-, 2-, 3- bedroom and studio apartments for rent on the corner of rue william and rue chatham, offering its residents beautiful common areas. a roof top terrace with an elevated pool overlooking the breathtaking views of montreals citys skyline, fully equipped fitness center and lounge area to gather with your neighbours.included:-all major stainless-steel appliances and washer and dryer.-electricity, central air-conditioning, heating, and hot water.-designer kitchens with quartz countertops, exposed concrete ceilings.-lighting fixtures, window dressings.-rooftop pool and terrace, fully-equipped gymall you need to do is add your own personal touch to make it your home.interior parking ($), locker ($)hurry & dont delay! book an appointment & lease your new home today.please email us at stephen@mondev.ca for more details or call 438-378-7542.www.mondev.cales photos utilisees sont faites pour refleter les finitions et la qualite des interieurs, elles peuvent ou non etre representatives du plan detage.the photos used are made to reflect the finishes and the quality of the interiors, they may or may not be representative of the floor plan.""","1999 RUE WILLIAM, MONTREAL, QC, H3J 1R9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-5-1-2-condo-a-louer-griffintown-2-sdb/1552819128,apartment,1,0.0, '1 an',june,1.0,1135.0,0,1.0,condo,44,H3J 1R9,-73.5725,45.4922,Petite-Bourgogne,3025
